SHRP_ID,STATE_CODE,STATE_CODE_EXP,VWS_ID,YEAR,MAX_ANN_HUM_AVG,MIN_ANN_HUM_AVG
0105,1,Alabama,010100,1994,92,49
0104,1,Alabama,010100,1994,92,49
0103,1,Alabama,010100,1994,92,49
0102,1,Alabama,010100,1994,92,49
0101,1,Alabama,010100,1994,92,49
0163,1,Alabama,010100,1995,92,47
0162,1,Alabama,010100,1995,92,47
0161,1,Alabama,010100,1995,92,47
0112,1,Alabama,010100,1995,92,47
0111,1,Alabama,010100,1995,92,47
0110,1,Alabama,010100,1995,92,47
0109,1,Alabama,010100,1995,92,47
0108,1,Alabama,010100,1995,92,47
0107,1,Alabama,010100,1995,92,47
0106,1,Alabama,010100,1995,92,47
0105,1,Alabama,010100,1995,92,47
0104,1,Alabama,010100,1995,92,47
0103,1,Alabama,010100,1995,92,47
0102,1,Alabama,010100,1995,92,47
0101,1,Alabama,010100,1995,92,47
0163,1,Alabama,010100,1996,90,49
0162,1,Alabama,010100,1996,90,49
0161,1,Alabama,010100,1996,90,49
0112,1,Alabama,010100,1996,90,49
0111,1,Alabama,010100,1996,90,49
0110,1,Alabama,010100,1996,90,49
0109,1,Alabama,010100,1996,90,49
0108,1,Alabama,010100,1996,90,49
0107,1,Alabama,010100,1996,90,49
0106,1,Alabama,010100,1996,90,49
0105,1,Alabama,010100,1996,90,49
0104,1,Alabama,010100,1996,90,49
0103,1,Alabama,010100,1996,90,49
0102,1,Alabama,010100,1996,90,49
0101,1,Alabama,010100,1996,90,49
0163,1,Alabama,010100,1997,91,49
0162,1,Alabama,010100,1997,91,49
0161,1,Alabama,010100,1997,91,49
0112,1,Alabama,010100,1997,91,49
0111,1,Alabama,010100,1997,91,49
0110,1,Alabama,010100,1997,91,49
0109,1,Alabama,010100,1997,91,49
0108,1,Alabama,010100,1997,91,49
0107,1,Alabama,010100,1997,91,49
0106,1,Alabama,010100,1997,91,49
0105,1,Alabama,010100,1997,91,49
0104,1,Alabama,010100,1997,91,49
0103,1,Alabama,010100,1997,91,49
0102,1,Alabama,010100,1997,91,49
0101,1,Alabama,010100,1997,91,49
0163,1,Alabama,010100,1998,91,47
0162,1,Alabama,010100,1998,91,47
0161,1,Alabama,010100,1998,91,47
0112,1,Alabama,010100,1998,91,47
0111,1,Alabama,010100,1998,91,47
0110,1,Alabama,010100,1998,91,47
0109,1,Alabama,010100,1998,91,47
0108,1,Alabama,010100,1998,91,47
0107,1,Alabama,010100,1998,91,47
0106,1,Alabama,010100,1998,91,47
0105,1,Alabama,010100,1998,91,47
0104,1,Alabama,010100,1998,91,47
0103,1,Alabama,010100,1998,91,47
0102,1,Alabama,010100,1998,91,47
0101,1,Alabama,010100,1998,91,47
0162,1,Alabama,010100,1999,87,42
0161,1,Alabama,010100,1999,87,42
0112,1,Alabama,010100,1999,87,42
0111,1,Alabama,010100,1999,87,42
0109,1,Alabama,010100,1999,87,42
0108,1,Alabama,010100,1999,87,42
0107,1,Alabama,010100,1999,87,42
0106,1,Alabama,010100,1999,87,42
0104,1,Alabama,010100,1999,87,42
0103,1,Alabama,010100,1999,87,42
0102,1,Alabama,010100,1999,87,42
0101,1,Alabama,010100,1999,87,42
0163,1,Alabama,010100,2000,88,41
0161,1,Alabama,010100,2000,88,41
0112,1,Alabama,010100,2000,88,41
0111,1,Alabama,010100,2000,88,41
0110,1,Alabama,010100,2000,88,41
0108,1,Alabama,010100,2000,88,41
0107,1,Alabama,010100,2000,88,41
0106,1,Alabama,010100,2000,88,41
0105,1,Alabama,010100,2000,88,41
0103,1,Alabama,010100,2000,88,41
0102,1,Alabama,010100,2000,88,41
0101,1,Alabama,010100,2000,88,41
0163,1,Alabama,010100,2001,88,43
0162,1,Alabama,010100,2001,88,43
0112,1,Alabama,010100,2001,88,43
0111,1,Alabama,010100,2001,88,43
0110,1,Alabama,010100,2001,88,43
0109,1,Alabama,010100,2001,88,43
0107,1,Alabama,010100,2001,88,43
0106,1,Alabama,010100,2001,88,43
0105,1,Alabama,010100,2001,88,43
0104,1,Alabama,010100,2001,88,43
0102,1,Alabama,010100,2001,88,43
0101,1,Alabama,010100,2001,88,43
0163,1,Alabama,010100,2002,88,45
0162,1,Alabama,010100,2002,88,45
0161,1,Alabama,010100,2002,88,45
0111,1,Alabama,010100,2002,88,45
0110,1,Alabama,010100,2002,88,45
0109,1,Alabama,010100,2002,88,45
0108,1,Alabama,010100,2002,88,45
0106,1,Alabama,010100,2002,88,45
0105,1,Alabama,010100,2002,88,45
0104,1,Alabama,010100,2002,88,45
0103,1,Alabama,010100,2002,88,45
0102,1,Alabama,010100,2002,88,45
0101,1,Alabama,010100,2002,88,45
0163,1,Alabama,010100,2003,91,48
0162,1,Alabama,010100,2003,91,48
0161,1,Alabama,010100,2003,91,48
0112,1,Alabama,010100,2003,91,48
0111,1,Alabama,010100,2003,91,48
0110,1,Alabama,010100,2003,91,48
0109,1,Alabama,010100,2003,91,48
0108,1,Alabama,010100,2003,91,48
0107,1,Alabama,010100,2003,91,48
0106,1,Alabama,010100,2003,91,48
0105,1,Alabama,010100,2003,91,48
0104,1,Alabama,010100,2003,91,48
0103,1,Alabama,010100,2003,91,48
0102,1,Alabama,010100,2003,91,48
0101,1,Alabama,010100,2003,91,48
0163,1,Alabama,010100,2004,88,45
0162,1,Alabama,010100,2004,88,45
0161,1,Alabama,010100,2004,88,45
0112,1,Alabama,010100,2004,88,45
0111,1,Alabama,010100,2004,88,45
0110,1,Alabama,010100,2004,88,45
0109,1,Alabama,010100,2004,88,45
0108,1,Alabama,010100,2004,88,45
0107,1,Alabama,010100,2004,88,45
0106,1,Alabama,010100,2004,88,45
0105,1,Alabama,010100,2004,88,45
0104,1,Alabama,010100,2004,88,45
0103,1,Alabama,010100,2004,88,45
0102,1,Alabama,010100,2004,88,45
0101,1,Alabama,010100,2004,88,45
0163,1,Alabama,010100,2005,86,43
0162,1,Alabama,010100,2005,86,43
0161,1,Alabama,010100,2005,86,43
0112,1,Alabama,010100,2005,86,43
0111,1,Alabama,010100,2005,86,43
0110,1,Alabama,010100,2005,86,43
0109,1,Alabama,010100,2005,86,43
0108,1,Alabama,010100,2005,86,43
0107,1,Alabama,010100,2005,86,43
0106,1,Alabama,010100,2005,86,43
0105,1,Alabama,010100,2005,86,43
0104,1,Alabama,010100,2005,86,43
0103,1,Alabama,010100,2005,86,43
0102,1,Alabama,010100,2005,86,43
0101,1,Alabama,010100,2005,86,43
0163,1,Alabama,010100,2006,83,39
0162,1,Alabama,010100,2006,83,39
0161,1,Alabama,010100,2006,83,39
0112,1,Alabama,010100,2006,83,39
0111,1,Alabama,010100,2006,83,39
0110,1,Alabama,010100,2006,83,39
0109,1,Alabama,010100,2006,83,39
0108,1,Alabama,010100,2006,83,39
0107,1,Alabama,010100,2006,83,39
0106,1,Alabama,010100,2006,83,39
0105,1,Alabama,010100,2006,83,39
0104,1,Alabama,010100,2006,83,39
0103,1,Alabama,010100,2006,83,39
0102,1,Alabama,010100,2006,83,39
0101,1,Alabama,010100,2006,83,39
0163,1,Alabama,010100,2007,83,39
0162,1,Alabama,010100,2007,83,39
0161,1,Alabama,010100,2007,83,39
0112,1,Alabama,010100,2007,83,39
0111,1,Alabama,010100,2007,83,39
0110,1,Alabama,010100,2007,83,39
0109,1,Alabama,010100,2007,83,39
0108,1,Alabama,010100,2007,83,39
0107,1,Alabama,010100,2007,83,39
0106,1,Alabama,010100,2007,83,39
0105,1,Alabama,010100,2007,83,39
0104,1,Alabama,010100,2007,83,39
0103,1,Alabama,010100,2007,83,39
0102,1,Alabama,010100,2007,83,39
0101,1,Alabama,010100,2007,83,39
0163,1,Alabama,010100,2008,85,40
0162,1,Alabama,010100,2008,85,40
0161,1,Alabama,010100,2008,85,40
0112,1,Alabama,010100,2008,85,40
0111,1,Alabama,010100,2008,85,40
0110,1,Alabama,010100,2008,85,40
0109,1,Alabama,010100,2008,85,40
0108,1,Alabama,010100,2008,85,40
0107,1,Alabama,010100,2008,85,40
0106,1,Alabama,010100,2008,85,40
0105,1,Alabama,010100,2008,85,40
0104,1,Alabama,010100,2008,85,40
0103,1,Alabama,010100,2008,85,40
0102,1,Alabama,010100,2008,85,40
0101,1,Alabama,010100,2008,85,40
0163,1,Alabama,010100,2009,90,47
0162,1,Alabama,010100,2009,90,47
0161,1,Alabama,010100,2009,90,47
0112,1,Alabama,010100,2009,90,47
0111,1,Alabama,010100,2009,90,47
0110,1,Alabama,010100,2009,90,47
0109,1,Alabama,010100,2009,90,47
0108,1,Alabama,010100,2009,90,47
0107,1,Alabama,010100,2009,90,47
0105,1,Alabama,010100,2009,90,47
0104,1,Alabama,010100,2009,90,47
0103,1,Alabama,010100,2009,90,47
0102,1,Alabama,010100,2009,90,47
0163,1,Alabama,010100,2010,85,39
0162,1,Alabama,010100,2010,85,39
0161,1,Alabama,010100,2010,85,39
0112,1,Alabama,010100,2010,85,39
0110,1,Alabama,010100,2010,85,39
0109,1,Alabama,010100,2010,85,39
0108,1,Alabama,010100,2010,85,39
0107,1,Alabama,010100,2010,85,39
0106,1,Alabama,010100,2010,85,39
0104,1,Alabama,010100,2010,85,39
0103,1,Alabama,010100,2010,85,39
0102,1,Alabama,010100,2010,85,39
0101,1,Alabama,010100,2010,85,39
0662,1,Alabama,010600,1948,97,52
0661,1,Alabama,010600,1948,97,52
0608,1,Alabama,010600,1948,97,52
0607,1,Alabama,010600,1948,97,52
0605,1,Alabama,010600,1948,97,52
0604,1,Alabama,010600,1948,97,52
0603,1,Alabama,010600,1948,97,52
0602,1,Alabama,010600,1948,97,52
0601,1,Alabama,010600,1948,97,52
0662,1,Alabama,010600,1949,95,51
0661,1,Alabama,010600,1949,95,51
0608,1,Alabama,010600,1949,95,51
0607,1,Alabama,010600,1949,95,51
0605,1,Alabama,010600,1949,95,51
0604,1,Alabama,010600,1949,95,51
0603,1,Alabama,010600,1949,95,51
0602,1,Alabama,010600,1949,95,51
0601,1,Alabama,010600,1949,95,51
0662,1,Alabama,010600,1950,96,63
0661,1,Alabama,010600,1950,96,63
0608,1,Alabama,010600,1950,96,63
0607,1,Alabama,010600,1950,96,63
0605,1,Alabama,010600,1950,96,63
0604,1,Alabama,010600,1950,96,63
0603,1,Alabama,010600,1950,96,63
0602,1,Alabama,010600,1950,96,63
0663,1,Alabama,010600,1999,94,47
0662,1,Alabama,010600,1999,94,47
0661,1,Alabama,010600,1999,94,47
0608,1,Alabama,010600,1999,94,47
0607,1,Alabama,010600,1999,94,47
0606,1,Alabama,010600,1999,94,47
0605,1,Alabama,010600,1999,94,47
0604,1,Alabama,010600,1999,94,47
0603,1,Alabama,010600,1999,94,47
0602,1,Alabama,010600,1999,94,47
0601,1,Alabama,010600,1999,94,47
0663,1,Alabama,010600,2000,94,45
0662,1,Alabama,010600,2000,94,45
0661,1,Alabama,010600,2000,94,45
0608,1,Alabama,010600,2000,94,45
0607,1,Alabama,010600,2000,94,45
0606,1,Alabama,010600,2000,94,45
0605,1,Alabama,010600,2000,94,45
0604,1,Alabama,010600,2000,94,45
0603,1,Alabama,010600,2000,94,45
0602,1,Alabama,010600,2000,94,45
0601,1,Alabama,010600,2000,94,45
0663,1,Alabama,010600,2001,95,48
0662,1,Alabama,010600,2001,95,48
0661,1,Alabama,010600,2001,95,48
0608,1,Alabama,010600,2001,95,48
0607,1,Alabama,010600,2001,95,48
0606,1,Alabama,010600,2001,95,48
0605,1,Alabama,010600,2001,95,48
0604,1,Alabama,010600,2001,95,48
0603,1,Alabama,010600,2001,95,48
0602,1,Alabama,010600,2001,95,48
0601,1,Alabama,010600,2001,95,48
0663,1,Alabama,010600,2002,95,49
0662,1,Alabama,010600,2002,95,49
0661,1,Alabama,010600,2002,95,49
0608,1,Alabama,010600,2002,95,49
0607,1,Alabama,010600,2002,95,49
0606,1,Alabama,010600,2002,95,49
0605,1,Alabama,010600,2002,95,49
0604,1,Alabama,010600,2002,95,49
0603,1,Alabama,010600,2002,95,49
0602,1,Alabama,010600,2002,95,49
0601,1,Alabama,010600,2002,95,49
0663,1,Alabama,010600,2003,96,51
0662,1,Alabama,010600,2003,96,51
0661,1,Alabama,010600,2003,96,51
0608,1,Alabama,010600,2003,96,51
0607,1,Alabama,010600,2003,96,51
0606,1,Alabama,010600,2003,96,51
0605,1,Alabama,010600,2003,96,51
0604,1,Alabama,010600,2003,96,51
0603,1,Alabama,010600,2003,96,51
0602,1,Alabama,010600,2003,96,51
0601,1,Alabama,010600,2003,96,51
0663,1,Alabama,010600,2004,92,48
0662,1,Alabama,010600,2004,92,48
0661,1,Alabama,010600,2004,92,48
0608,1,Alabama,010600,2004,92,48
0607,1,Alabama,010600,2004,92,48
0606,1,Alabama,010600,2004,92,48
0605,1,Alabama,010600,2004,92,48
0604,1,Alabama,010600,2004,92,48
0603,1,Alabama,010600,2004,92,48
0602,1,Alabama,010600,2004,92,48
0601,1,Alabama,010600,2004,92,48
0663,1,Alabama,010600,2005,92,47
0662,1,Alabama,010600,2005,92,47
0661,1,Alabama,010600,2005,92,47
0608,1,Alabama,010600,2005,92,47
0607,1,Alabama,010600,2005,92,47
0606,1,Alabama,010600,2005,92,47
0605,1,Alabama,010600,2005,92,47
0604,1,Alabama,010600,2005,92,47
0603,1,Alabama,010600,2005,92,47
0602,1,Alabama,010600,2005,92,47
0601,1,Alabama,010600,2005,92,47
0663,1,Alabama,010600,2006,95,43
0662,1,Alabama,010600,2006,95,43
0661,1,Alabama,010600,2006,95,43
0608,1,Alabama,010600,2006,95,43
0607,1,Alabama,010600,2006,95,43
0606,1,Alabama,010600,2006,95,43
0605,1,Alabama,010600,2006,95,43
A331,83,Manitoba,831801,1996,88,56
A330,83,Manitoba,831801,1996,88,56
A320,83,Manitoba,831801,1996,88,56
A310,83,Manitoba,831801,1996,88,56
1801,83,Manitoba,831801,1996,88,56
A351,83,Manitoba,831801,1997,89,55
A350,83,Manitoba,831801,1997,89,55
A340,83,Manitoba,831801,1997,89,55
A331,83,Manitoba,831801,1997,89,55
A330,83,Manitoba,831801,1997,89,55
A320,83,Manitoba,831801,1997,89,55
A310,83,Manitoba,831801,1997,89,55
1801,83,Manitoba,831801,1997,89,55
A351,83,Manitoba,831801,1998,92,60
A350,83,Manitoba,831801,1998,92,60
A340,83,Manitoba,831801,1998,92,60
A331,83,Manitoba,831801,1998,92,60
A330,83,Manitoba,831801,1998,92,60
A320,83,Manitoba,831801,1998,92,60
A310,83,Manitoba,831801,1998,92,60
1801,83,Manitoba,831801,1998,92,60
A351,83,Manitoba,831801,1999,91,57
A350,83,Manitoba,831801,1999,91,57
A340,83,Manitoba,831801,1999,91,57
A331,83,Manitoba,831801,1999,91,57
A330,83,Manitoba,831801,1999,91,57
A320,83,Manitoba,831801,1999,91,57
A310,83,Manitoba,831801,1999,91,57
1801,83,Manitoba,831801,1999,91,57
A351,83,Manitoba,831801,2000,89,54
A350,83,Manitoba,831801,2000,89,54
A340,83,Manitoba,831801,2000,89,54
