SHRP_ID,STATE_CODE,STATE_CODE_EXP,CONSTRUCTION_NO,LAYER_NO,DESCRIPTION,DESCRIPTION_EXP,LAYER_TYPE,LAYER_TYPE_EXP,REPR_THICKNESS,MATL_CODE_EXP,MATL_CODE,PROJECT_LAYER_CODE,LAYER_COMMENT1,LAYER_COMMENT1_EXP,LAYER_COMMENT2,LAYER_COMMENT2_EXP,LAYER_COMMENT3,LAYER_COMMENT3_EXP,COMMENT_NOTE,INV_LAYER_NO,INV_LAYER_NO_2,RECORD_STATUS
3013,27,Minnesota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
4050,27,Minnesota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4055,27,Minnesota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
6701,31,Nebraska,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.5,Portland Cement Concrete (JRCP),5,,Z,Other (Enter description in COMMENT_NOTE field.),,,,,INVENTORY LAYER 3 NOT FOUND,4,,E
6701,31,Nebraska,3,4,1,Overlay,PC,Portland cement concrete layer,8,Portland Cement Concrete (JPCP),4,,Z,Other (Enter description in COMMENT_NOTE field.),,,,,INVENTORY LAYER 5 (AC) NOT FOUND IN PAVEMENT,6,,E
216,38,North Dakota,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.10000038,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
217,38,North Dakota,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
217,38,North Dakota,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
901,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
902,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
903,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
959,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
960,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
961,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.800000191,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
962,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
963,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
964,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
709,29,Missouri,3,4,1,Overlay,PC,Portland cement concrete layer,5.099999905,Portland Cement Concrete (JPCP),4,F,,,,,,,,4,,E
759,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
760,29,Missouri,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.699999809,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
760,29,Missouri,3,4,1,Overlay,PC,Portland cement concrete layer,4.099999905,Portland Cement Concrete (JPCP),4,F,,,,,,,,4,,E
701,19,Iowa,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.400000095,Portland Cement Concrete (CRCP),6,E,,,,,,,,4,,E
3033,19,Iowa,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.600000381,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
4031,39,Ohio,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3012,55,Wisconsin,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3019,55,Wisconsin,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
4042,18,Indiana,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3028,19,Iowa,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.600000381,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
4054,20,Kansas,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.5,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3007,27,Minnesota,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.599999905,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3009,27,Minnesota,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.5,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3052,46,South Dakota,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
5908,17,Illinois,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
3002,18,Indiana,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.600000381,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
3002,18,Indiana,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.600000381,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
4021,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,11.19999981,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4021,18,Indiana,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,11.19999981,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4042,18,Indiana,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4042,18,Indiana,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4042,18,Indiana,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
601,19,Iowa,8,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
3006,19,Iowa,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3006,19,Iowa,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
5046,19,Iowa,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
3099,28,Mississippi,2,5,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (CRCP),6,,,,,,,,,5,,E
7012,28,Mississippi,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.399999619,Portland Cement Concrete (JRCP),5,,,,,,,,,4,,E
3998,1,Alabama,2,5,3,Original Surface Layer,PC,Portland cement concrete layer,8.199999809,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
909,55,Wisconsin,3,5,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,H,,,,,,,,4,,E
909,55,Wisconsin,4,5,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,H,,,,,,,,4,,E
909,55,Wisconsin,5,5,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,H,,,,,,,,4,,E
6353,55,Wisconsin,2,5,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JPCP),4,,,,,,,,,5,,E
A901,55,Wisconsin,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A901,55,Wisconsin,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A901,55,Wisconsin,6,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A902,55,Wisconsin,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JRCP),5,G,T,Sampling only occurred at approach end.,,,,,,4,,E
A903,55,Wisconsin,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A907,55,Wisconsin,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
B901,55,Wisconsin,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,F,,,,,,,,4,,E
B901,55,Wisconsin,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,F,,,,,,,,4,,E
B901,55,Wisconsin,6,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,F,,,,,,,,4,,E
B902,55,Wisconsin,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,F,,,,,,,,4,,E
B902,55,Wisconsin,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,F,,,,,,,,4,,E
B909,55,Wisconsin,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,F,,,,,,,,4,,E
608,46,South Dakota,7,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.800000191,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
662,46,South Dakota,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
605,19,Iowa,11,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
602,29,Missouri,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
601,29,Missouri,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
601,29,Missouri,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
601,29,Missouri,7,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
601,29,Missouri,8,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,29,Missouri,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,29,Missouri,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,29,Missouri,7,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,29,Missouri,8,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,29,Missouri,9,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,29,Missouri,10,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,29,Missouri,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,29,Missouri,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,29,Missouri,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,29,Missouri,7,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,29,Missouri,8,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,29,Missouri,9,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,29,Missouri,10,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,46,South Dakota,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,7,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
5843,17,Illinois,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
5151,17,Illinois,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
5151,17,Illinois,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
603,47,Tennessee,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
3011,5,Arkansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3012,45,South Carolina,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
4121,72,Puerto Rico,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
3008,72,Puerto Rico,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
4162,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
4166,40,Oklahoma,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
4155,40,Oklahoma,1,2,3,Original Surface Layer,PC,Portland cement concrete layer,6.699999809,Portland Cement Concrete (JPCP),4,,,,,,,,,2,,E
4155,40,Oklahoma,1,5,1,Overlay,PC,Portland cement concrete layer,9.699999809,Portland Cement Concrete (CRCP),6,,,,,,,,,5,,E
4158,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
4160,40,Oklahoma,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
A420,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.300000191,Portland Cement Concrete (JPCP),4,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 483003,4,,E
A430,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.300000191,Portland Cement Concrete (JPCP),4,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 483003,4,,E
A410,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.300000191,Portland Cement Concrete (JPCP),4,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 483003,4,,E
B410,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.39999962,Portland Cement Concrete (JRCP),5,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 484143,4,,E
B420,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 484143,4,,E
B430,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.39999962,Portland Cement Concrete (JRCP),5,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 484143,4,,E
C410,48,Texas,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 483589,3,,E
C420,48,Texas,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 483589,3,,E
C430,48,Texas,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 483589,3,,E
D410,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.39999962,Portland Cement Concrete (JRCP),5,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 484152,4,,E
D420,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.39999962,Portland Cement Concrete (JRCP),5,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 484152,4,,E
D430,48,Texas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.39999962,Portland Cement Concrete (JRCP),5,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 484152,4,,E
607,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
607,40,Oklahoma,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,RUBBLEIZED PCC LAYER,4,,E
608,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
608,40,Oklahoma,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,RUBBLEIZED PCC LAYER,4,,E
604,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
604,40,Oklahoma,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
605,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
606,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
606,40,Oklahoma,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
603,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
603,40,Oklahoma,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
601,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
602,40,Oklahoma,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
A430,40,Oklahoma,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JPCP),4,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ALL INFO FROM 404160,4,,E
660,46,South Dakota,7,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
662,46,South Dakota,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
601,46,South Dakota,9,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
601,46,South Dakota,10,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
601,46,South Dakota,11,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.099999905,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
602,46,South Dakota,10,3,3,Original Surface Layer,PC,Portland cement concrete layer,6.800000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
602,46,South Dakota,11,3,3,Original Surface Layer,PC,Portland cement concrete layer,6.800000191,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
3013,20,Kansas,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3013,20,Kansas,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3013,20,Kansas,6,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3013,20,Kansas,7,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
4034,27,Minnesota,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4050,27,Minnesota,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
215,38,North Dakota,7,4,3,Original Surface Layer,PC,Portland cement concrete layer,11,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
4018,39,Ohio,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3012,46,South Dakota,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
606,19,Iowa,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,,,,,,,,4,,E
9126,19,Iowa,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,,,,,,,,,4,,E
9126,19,Iowa,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,,,,,,,,,4,,E
213,38,North Dakota,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
213,38,North Dakota,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
213,38,North Dakota,5,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
214,38,North Dakota,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
214,38,North Dakota,4,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
