STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,YEAR,AADTT_ALL_TRUCKS_TREND,ANNUAL_TRUCK_VOLUME_TREND
4,Arizona,A459,1,1999,1089,397485
4,Arizona,A459,1,2000,916,335256
4,Arizona,A459,1,2001,1145,417925
4,Arizona,A459,1,2002,1175,70500
4,Arizona,A459,2,1991,847,234619
4,Arizona,A459,2,1992,876,320616
4,Arizona,A459,2,1993,760,277400
4,Arizona,A459,2,1994,1056,385440
4,Arizona,A459,2,1995,1267,462455
4,Arizona,A459,2,1996,1274,466284
4,Arizona,A459,2,1997,522,190530
4,Arizona,A459,2,1998,941,343465
4,Arizona,A459,2,1999,1089,397485
4,Arizona,A459,2,2000,916,335256
4,Arizona,A459,2,2001,1145,417925
4,Arizona,A459,2,2002,1175,70500
4,Arizona,A460,1,1979,275,25300
4,Arizona,A460,1,1980,350,128100
4,Arizona,A460,1,1981,400,146000
4,Arizona,A460,1,1982,575,209875
4,Arizona,A460,1,1983,650,237250
4,Arizona,A460,1,1984,650,237900
4,Arizona,A460,1,1985,700,255500
4,Arizona,A460,1,1986,825,301125
4,Arizona,A460,1,1987,925,337625
4,Arizona,A460,1,1988,925,338550
4,Arizona,A460,1,1989,1000,365000
4,Arizona,A460,1,1990,817,298205
4,Arizona,A460,1,1991,847,309155
4,Arizona,A460,1,1992,876,320616
4,Arizona,A460,1,1993,760,277400
4,Arizona,A460,1,1994,1056,385440
4,Arizona,A460,1,1995,1267,462455
4,Arizona,A460,1,1996,1274,466284
4,Arizona,A460,1,1997,522,190530
4,Arizona,A460,1,1998,941,343465
4,Arizona,A460,1,1999,1089,397485
4,Arizona,A460,1,2000,916,335256
4,Arizona,A460,1,2001,1145,417925
4,Arizona,A460,1,2002,1175,70500
4,Arizona,A460,2,1991,847,233772
4,Arizona,A460,2,1992,876,320616
4,Arizona,A460,2,1993,760,277400
4,Arizona,A460,2,1994,1056,385440
4,Arizona,A460,2,1995,1267,462455
4,Arizona,A460,2,1996,1274,466284
4,Arizona,A460,2,1997,522,190530
4,Arizona,A460,2,1998,941,343465
4,Arizona,A460,2,1999,1089,397485
4,Arizona,A460,2,2000,916,335256
4,Arizona,A460,2,2001,1145,417925
4,Arizona,A460,2,2002,1175,70500
4,Arizona,A461,1,1979,275,25300
4,Arizona,A461,1,1980,350,128100
4,Arizona,A461,1,1981,400,146000
4,Arizona,A461,1,1982,575,209875
4,Arizona,A461,1,1983,650,237250
4,Arizona,A461,1,1984,650,237900
4,Arizona,A461,1,1985,700,255500
4,Arizona,A461,1,1986,825,301125
4,Arizona,A461,1,1987,925,337625
4,Arizona,A461,1,1988,925,338550
4,Arizona,A461,1,1989,1000,365000
4,Arizona,A461,1,1990,817,298205
4,Arizona,A461,1,1991,847,309155
4,Arizona,A461,1,1992,876,320616
4,Arizona,A461,1,1993,760,277400
4,Arizona,A461,1,1994,1056,385440
4,Arizona,A461,1,1995,1267,462455
4,Arizona,A461,1,1996,1274,466284
4,Arizona,A461,1,1997,522,190530
4,Arizona,A461,1,1998,941,343465
4,Arizona,A461,1,1999,1089,397485
4,Arizona,A461,1,2000,916,335256
4,Arizona,A461,1,2001,1145,417925
4,Arizona,A461,1,2002,1175,70500
4,Arizona,A461,2,1991,847,233772
4,Arizona,A461,2,1992,876,320616
4,Arizona,A461,2,1993,760,277400
4,Arizona,A461,2,1994,1056,385440
4,Arizona,A461,2,1995,1267,462455
4,Arizona,A461,2,1996,1274,466284
4,Arizona,A461,2,1997,522,190530
4,Arizona,A461,2,1998,941,343465
4,Arizona,A461,2,1999,1089,397485
4,Arizona,A461,2,2000,916,335256
4,Arizona,A461,2,2001,1145,417925
4,Arizona,A461,2,2002,1175,70500
4,Arizona,A462,1,1979,275,25300
4,Arizona,A462,1,1980,350,128100
4,Arizona,A462,1,1981,400,146000
4,Arizona,A462,1,1982,575,209875
4,Arizona,A462,1,1983,650,237250
4,Arizona,A462,1,1984,650,237900
4,Arizona,A903,1,1997,770,281050
4,Arizona,A903,1,1998,835,304775
4,Arizona,A903,1,1999,875,319375
4,Arizona,A903,1,2000,947,346602
4,Arizona,A903,1,2001,1006,367190
4,Arizona,A903,1,2002,1885,688025
4,Arizona,A903,1,2003,214,78110
4,Arizona,A903,1,2004,220,80520
4,Arizona,A903,1,2005,220,80300
4,Arizona,A903,1,2006,219,33288
4,Arizona,B310,1,1978,440,80960
4,Arizona,B310,1,1979,440,160600
4,Arizona,B310,1,1980,320,117120
4,Arizona,B310,1,1981,400,146000
4,Arizona,B310,1,1982,400,146000
4,Arizona,B310,1,1983,400,146000
4,Arizona,B310,1,1984,440,161040
4,Arizona,B310,1,1985,680,248200
4,Arizona,B310,1,1986,800,292000
4,Arizona,B310,1,1987,840,306600
4,Arizona,B310,1,1988,840,307440
4,Arizona,B310,1,1989,920,335800
4,Arizona,B310,1,1990,940,343100
4,Arizona,B310,1,1991,1375,501875
4,Arizona,B310,1,1992,1450,530700
4,Arizona,B310,1,1993,1600,584000
4,Arizona,B310,1,1994,1660,605900
4,Arizona,B310,1,1995,1600,584000
4,Arizona,B310,1,1996,1900,313500
4,Arizona,B310,2,1990,940,119380
4,Arizona,B310,2,1991,1375,501875
4,Arizona,B310,2,1992,1450,530700
4,Arizona,B310,2,1993,1600,584000
4,Arizona,B310,2,1994,1660,605900
4,Arizona,B310,2,1995,1600,584000
4,Arizona,B310,2,1996,1900,313500
4,Arizona,B320,1,1978,440,80960
4,Arizona,B320,1,1979,440,160600
4,Arizona,B320,1,1980,320,117120
4,Arizona,B320,1,1981,400,146000
4,Arizona,B320,1,1982,400,146000
4,Arizona,B320,1,1983,400,146000
4,Arizona,B320,1,1984,440,161040
4,Arizona,B320,1,1985,680,248200
4,Arizona,B320,1,1986,800,292000
4,Arizona,B320,1,1987,840,306600
4,Arizona,B320,1,1988,840,307440
4,Arizona,B320,1,1989,920,335800
4,Arizona,B320,1,1990,940,343100
4,Arizona,B320,1,1991,1375,501875
4,Arizona,B320,1,1992,1450,530700
4,Arizona,B320,1,1993,1600,584000
4,Arizona,B320,1,1994,1660,605900
4,Arizona,B320,1,1995,1600,584000
4,Arizona,B320,1,1996,1900,313500
4,Arizona,B320,2,1990,940,119380
4,Arizona,B320,2,1991,1375,501875
4,Arizona,B320,2,1992,1450,530700
4,Arizona,B320,2,1993,1600,584000
4,Arizona,B320,2,1994,1660,605900
4,Arizona,B320,2,1995,1600,584000
4,Arizona,B320,2,1996,1900,313500
4,Arizona,B320,3,1993,1600,392000
4,Arizona,B320,3,1994,1660,605900
4,Arizona,B320,3,1995,1600,584000
4,Arizona,B320,3,1996,1900,313500
4,Arizona,B330,1,1978,440,80960
4,Arizona,B330,1,1979,440,160600
4,Arizona,B330,1,1980,320,117120
4,Arizona,B330,1,1981,400,146000
4,Arizona,B330,1,1982,400,146000
4,Arizona,B330,1,1983,400,146000
4,Arizona,B330,1,1984,440,161040
4,Arizona,B330,1,1985,680,248200
4,Arizona,B330,1,1986,800,292000
4,Arizona,B330,1,1987,840,306600
4,Arizona,B330,1,1988,840,307440
4,Arizona,B330,1,1989,920,335800
4,Arizona,B330,1,1990,940,343100
4,Arizona,B330,1,1991,1375,501875
4,Arizona,B330,1,1992,1450,530700
4,Arizona,B330,1,1993,1600,584000
4,Arizona,B330,1,1994,1660,605900
4,Arizona,B330,1,1995,1600,584000
4,Arizona,B330,1,1996,1900,313500
4,Arizona,B330,2,1990,940,119380
4,Arizona,B330,2,1991,1375,501875
4,Arizona,B330,2,1992,1450,530700
4,Arizona,B330,2,1993,1600,584000
4,Arizona,B330,2,1994,1660,605900
4,Arizona,B330,2,1995,1600,584000
4,Arizona,B330,2,1996,1900,313500
4,Arizona,B350,1,1978,440,80960
4,Arizona,B350,1,1979,440,160600
4,Arizona,B350,1,1980,320,117120
4,Arizona,B350,1,1981,400,146000
4,Arizona,B350,1,1982,400,146000
4,Arizona,B350,1,1983,400,146000
4,Arizona,B350,1,1984,440,161040
4,Arizona,B350,1,1985,680,248200
4,Arizona,B350,1,1986,800,292000
4,Arizona,B350,1,1987,840,306600
4,Arizona,B350,1,1988,840,307440
4,Arizona,B350,1,1989,920,335800
4,Arizona,B350,1,1990,940,343100
4,Arizona,B350,1,1991,1375,501875
4,Arizona,B350,1,1992,1450,530700
4,Arizona,B350,1,1993,1600,584000
4,Arizona,B350,1,1994,1660,605900
4,Arizona,B350,1,1995,1600,584000
4,Arizona,B350,1,1996,1900,313500
4,Arizona,B350,2,1990,940,119380
4,Arizona,B350,2,1991,1375,501875
4,Arizona,B350,2,1992,1450,530700
4,Arizona,B350,2,1993,1600,584000
4,Arizona,B350,2,1994,1660,605900
4,Arizona,B350,2,1995,1600,584000
4,Arizona,B350,2,1996,1900,313500
4,Arizona,B350,3,1993,1600,392000
4,Arizona,B350,3,1994,1660,605900
4,Arizona,B350,3,1995,1600,584000
4,Arizona,B350,3,1996,1900,313500
4,Arizona,B901,1,1978,840,102480
4,Arizona,B901,1,1979,936,341640
4,Arizona,B901,1,1980,924,338184
4,Arizona,B901,1,1981,1092,398580
4,Arizona,B901,1,1982,1560,569400
4,Arizona,B901,1,1983,1560,569400
4,Arizona,B901,1,1984,1560,570960
4,Arizona,B901,1,1985,1560,569400
4,Arizona,B901,1,1986,1800,657000
4,Arizona,B901,1,1987,1920,700800
4,Arizona,B901,1,1988,2160,790560
4,Arizona,B901,1,1989,2280,832200
4,Arizona,B901,1,1990,2352,858480
4,Arizona,B901,1,1991,2275,830375
4,Arizona,B901,1,1992,2400,878400
4,Arizona,B901,1,1993,1488,543120
4,Arizona,B901,1,1994,2470,901550
4,Arizona,B901,1,1995,3053,1114345
4,Arizona,B901,1,1996,2868,1049688
4,Arizona,B901,1,1997,3242,1183330
4,Arizona,B901,1,1998,3529,1288085
4,Arizona,B901,1,1999,3659,1335535
4,Arizona,B901,1,2000,4417,1616622
5,Arkansas,0118,1,2001,1020,372300
5,Arkansas,0118,1,2002,811,296015
5,Arkansas,0118,1,2003,991,361715
5,Arkansas,0118,1,2004,1021,373686
5,Arkansas,0118,1,2005,1052,383980
5,Arkansas,0118,1,2006,1083,395295
5,Arkansas,0118,1,2007,1116,407340
5,Arkansas,0118,1,2008,1143,365760
5,Arkansas,0118,2,1999,887,204897
5,Arkansas,0118,2,2000,934,341844
5,Arkansas,0118,2,2001,1020,372300
5,Arkansas,0118,2,2002,811,296015
5,Arkansas,0118,2,2003,991,361715
5,Arkansas,0118,2,2004,1021,373686
5,Arkansas,0118,2,2005,1052,383980
5,Arkansas,0118,2,2006,1083,395295
5,Arkansas,0118,2,2007,1116,407340
5,Arkansas,0118,2,2008,1143,365760
5,Arkansas,0118,3,2004,1021,255250
5,Arkansas,0118,3,2005,1052,383980
5,Arkansas,0118,3,2006,1083,395295
5,Arkansas,0118,3,2007,1116,407340
5,Arkansas,0118,3,2008,1143,365760
5,Arkansas,0119,1,1993,0,0
5,Arkansas,0119,1,1994,689,84058
5,Arkansas,0119,1,1995,639,233235
5,Arkansas,0119,1,1996,742,271572
5,Arkansas,0119,1,1997,791,288715
5,Arkansas,0119,1,1998,891,325215
5,Arkansas,0119,1,1999,887,323755
5,Arkansas,0119,1,2000,934,341844
5,Arkansas,0119,1,2001,1020,372300
5,Arkansas,0119,1,2002,811,296015
5,Arkansas,0119,1,2003,991,361715
5,Arkansas,0119,1,2004,1021,170507
5,Arkansas,0119,2,1999,887,204897
5,Arkansas,0119,2,2000,934,341844
5,Arkansas,0119,2,2001,1020,372300
5,Arkansas,0119,2,2002,811,296015
5,Arkansas,0119,2,2003,991,361715
5,Arkansas,0119,2,2004,1021,170507
5,Arkansas,0120,1,1993,0,0
5,Arkansas,0120,1,1994,689,84058
5,Arkansas,0120,1,1995,639,233235
5,Arkansas,0120,1,1996,742,271572
5,Arkansas,0120,1,1997,791,288715
5,Arkansas,0120,1,1998,891,325215
5,Arkansas,0120,1,1999,887,323755
5,Arkansas,0120,1,2000,934,341844
5,Arkansas,0120,1,2001,1020,372300
5,Arkansas,0120,1,2002,811,296015
5,Arkansas,0120,1,2003,991,361715
5,Arkansas,0120,1,2004,1021,170507
5,Arkansas,0120,2,1999,887,204897
5,Arkansas,0120,2,2000,934,341844
5,Arkansas,0120,2,2001,1020,372300
5,Arkansas,0120,2,2002,811,296015
5,Arkansas,0120,2,2003,991,361715
5,Arkansas,0120,2,2004,1021,170507
5,Arkansas,0121,1,1993,0,0
5,Arkansas,0121,1,1994,689,84058
5,Arkansas,0121,1,1995,639,233235
5,Arkansas,0121,1,1996,742,271572
5,Arkansas,0121,1,1997,791,288715
5,Arkansas,0121,1,1998,891,325215
5,Arkansas,0121,1,1999,887,323755
5,Arkansas,0121,1,2000,934,341844
5,Arkansas,0121,1,2001,1020,372300
5,Arkansas,0121,1,2002,811,296015
5,Arkansas,0121,1,2003,991,361715
5,Arkansas,0121,1,2004,1021,170507
5,Arkansas,0121,2,2004,1021,255250
5,Arkansas,0122,1,1993,0,0
5,Arkansas,4019,1,2004,933,341478
5,Arkansas,0216,2,1999,4666,1703090
5,Arkansas,0216,2,2000,4589,1679574
5,Arkansas,0216,2,2001,4644,1695060
5,Arkansas,0216,2,2002,4331,1580815
5,Arkansas,0216,2,2003,4691,1712215
5,Arkansas,0216,2,2004,4328,1584048
5,Arkansas,0216,2,2005,5048,1842520
5,Arkansas,0216,2,2006,5199,1897635
5,Arkansas,0216,2,2007,5443,1986695
5,Arkansas,0216,2,2008,5062,1852692
5,Arkansas,0216,2,2009,4664,1702360
5,Arkansas,0216,2,2010,5031,1836315
5,Arkansas,0216,2,2011,5174,1888510
5,Arkansas,0216,2,2012,5135,1879410
5,Arkansas,0216,2,2013,5170,1199440
5,Arkansas,0216,3,2002,4331,86620
5,Arkansas,0216,3,2003,4691,1712215
5,Arkansas,0216,3,2004,4328,1584048
5,Arkansas,0216,3,2005,5048,1842520
5,Arkansas,0216,3,2006,5199,1897635
5,Arkansas,0216,3,2007,5443,1986695
5,Arkansas,0216,3,2008,5062,1852692
5,Arkansas,0216,3,2009,4664,1702360
5,Arkansas,0216,3,2010,5031,1836315
5,Arkansas,0216,3,2011,5174,1888510
5,Arkansas,0216,3,2012,5135,1879410
5,Arkansas,0216,3,2013,5170,1199440
5,Arkansas,0217,1,1993,0,0
5,Arkansas,0217,1,1994,0,0
5,Arkansas,0217,1,1995,3756,116436
5,Arkansas,0217,1,1996,3477,1272582
5,Arkansas,0217,1,1997,3680,1343200
5,Arkansas,0217,1,1998,5011,1829015
5,Arkansas,0217,1,1999,4666,1703090
5,Arkansas,0217,1,2000,4589,1679574
5,Arkansas,0217,1,2001,4644,1695060
5,Arkansas,0217,1,2002,4331,1580815
5,Arkansas,0217,1,2003,4691,1712215
5,Arkansas,0217,1,2004,4328,1584048
5,Arkansas,0217,1,2005,5048,1842520
5,Arkansas,0217,1,2006,5199,1897635
5,Arkansas,0217,1,2007,5443,1986695
5,Arkansas,0217,1,2008,5062,1852692
5,Arkansas,0217,1,2009,4664,1702360
5,Arkansas,0217,1,2010,5031,1836315
5,Arkansas,0217,1,2011,5174,1888510
5,Arkansas,0217,1,2012,5135,1879410
5,Arkansas,0217,1,2013,5170,1199440
5,Arkansas,0217,2,1997,3680,1218080
5,Arkansas,0217,2,1998,5011,1829015
5,Arkansas,0217,2,1999,4666,1703090
5,Arkansas,0217,2,2000,4589,1679574
5,Arkansas,0217,2,2001,4644,1695060
5,Arkansas,0217,2,2002,4331,1580815
5,Arkansas,0217,2,2003,4691,1712215
5,Arkansas,0217,2,2004,4328,1584048
5,Arkansas,0217,2,2005,5048,1842520
5,Arkansas,0217,2,2006,5199,1897635
5,Arkansas,0217,2,2007,5443,1986695
5,Arkansas,0217,2,2008,5062,1852692
5,Arkansas,0217,2,2009,4664,1702360
5,Arkansas,0217,2,2010,5031,1836315
5,Arkansas,0217,2,2011,5174,1888510
5,Arkansas,0217,2,2012,5135,1879410
5,Arkansas,0217,2,2013,5170,1199440
5,Arkansas,0217,3,2002,4331,125599
5,Arkansas,A320,1,1987,759,139656
5,Arkansas,A320,1,1988,843,308538
5,Arkansas,A320,1,1989,727,265355
5,Arkansas,0221,3,2010,5031,1836315
5,Arkansas,0221,3,2011,5174,1888510
5,Arkansas,0221,3,2012,5135,1879410
5,Arkansas,0221,3,2013,5170,1199440
5,Arkansas,0222,1,1993,0,0
5,Arkansas,0222,1,1994,0,0
5,Arkansas,0222,1,1995,3756,116436
5,Arkansas,0222,1,1996,3477,1272582
5,Arkansas,0222,1,1997,3680,1343200
5,Arkansas,0222,1,1998,5011,1829015
5,Arkansas,0222,1,1999,4666,1703090
5,Arkansas,0222,1,2000,4589,1679574
5,Arkansas,0222,1,2001,4644,1695060
5,Arkansas,0222,1,2002,4331,1580815
5,Arkansas,0222,1,2003,4691,1712215
5,Arkansas,0222,1,2004,4328,1584048
5,Arkansas,0222,1,2005,5048,1842520
5,Arkansas,0222,1,2006,5199,1897635
5,Arkansas,0222,1,2007,5443,1986695
5,Arkansas,0222,1,2008,5062,1852692
5,Arkansas,0222,1,2009,4664,1702360
5,Arkansas,0222,1,2010,5031,1836315
5,Arkansas,0222,1,2011,5174,1888510
5,Arkansas,0222,1,2012,5135,1879410
5,Arkansas,0222,1,2013,5170,1199440
5,Arkansas,0222,2,1997,3680,1218080
5,Arkansas,0222,2,1998,5011,1829015
5,Arkansas,0222,2,1999,4666,1703090
5,Arkansas,0222,2,2000,4589,1679574
5,Arkansas,0222,2,2001,4644,1695060
5,Arkansas,0222,2,2002,4331,1580815
5,Arkansas,0222,2,2003,4691,1712215
5,Arkansas,0222,2,2004,4328,1584048
5,Arkansas,0222,2,2005,5048,1842520
5,Arkansas,0222,2,2006,5199,1897635
5,Arkansas,0222,2,2007,5443,1986695
5,Arkansas,0222,2,2008,5062,1852692
5,Arkansas,0222,2,2009,4664,1702360
5,Arkansas,0222,2,2010,5031,1836315
5,Arkansas,0222,2,2011,5174,1888510
5,Arkansas,0222,2,2012,5135,1879410
5,Arkansas,0222,2,2013,5170,1199440
5,Arkansas,0223,1,1993,0,0
5,Arkansas,0223,1,1994,0,0
5,Arkansas,0223,1,1995,3756,116436
5,Arkansas,0223,1,1996,3477,1272582
5,Arkansas,0223,1,1997,3680,1343200
5,Arkansas,0223,1,1998,5011,1829015
5,Arkansas,0223,1,1999,4666,1703090
5,Arkansas,0223,1,2000,4589,1679574
5,Arkansas,0223,1,2001,4644,1695060
5,Arkansas,0223,1,2002,4331,1580815
5,Arkansas,0223,1,2003,4691,1712215
5,Arkansas,0223,1,2004,4328,1584048
5,Arkansas,0223,1,2005,5048,1842520
5,Arkansas,0223,1,2006,5199,1897635
5,Arkansas,0223,1,2007,5443,1986695
5,Arkansas,0223,1,2008,5062,1852692
5,Arkansas,0223,1,2009,4664,1702360
5,Arkansas,0223,1,2010,5031,1836315
5,Arkansas,0223,1,2011,5174,1888510
5,Arkansas,0223,1,2012,5135,1879410
5,Arkansas,0223,1,2013,5170,1199440
5,Arkansas,0223,2,1997,3680,1218080
5,Arkansas,0223,2,1998,5011,1829015
5,Arkansas,0223,2,1999,4666,1703090
5,Arkansas,0223,2,2000,4589,1679574
5,Arkansas,A602,1,1987,897,327405
5,Arkansas,A602,1,1988,912,333792
5,Arkansas,A602,1,1989,928,338720
5,Arkansas,2042,2,1993,171,39501
5,Arkansas,2042,3,1993,171,15732
5,Arkansas,2042,3,1994,298,108770
5,Arkansas,2042,3,1995,157,57305
5,Arkansas,2042,3,1996,157,57462
5,Arkansas,2042,3,1997,235,85775
5,Arkansas,2042,3,1998,231,84315
5,Arkansas,2042,3,1999,234,85410
5,Arkansas,2042,3,2000,287,105042
5,Arkansas,2042,3,2001,258,94170
5,Arkansas,2042,3,2002,360,131400
5,Arkansas,2042,3,2003,281,102565
5,Arkansas,2042,3,2004,289,105774
5,Arkansas,2042,3,2005,298,13708
5,Arkansas,3011,1,1983,435,106575
5,Arkansas,3011,1,1984,385,140910
5,Arkansas,3011,1,1985,465,169725
5,Arkansas,3011,1,1986,400,146000
5,Arkansas,3011,1,1987,415,151475
5,Arkansas,3011,1,1988,463,169458
5,Arkansas,3011,1,1989,495,180675
5,Arkansas,3011,1,1990,308,112420
5,Arkansas,3011,1,1991,325,118625
5,Arkansas,3011,1,1992,470,172020
5,Arkansas,3011,1,1993,359,131035
5,Arkansas,3011,1,1994,457,166805
5,Arkansas,3011,1,1995,342,124830
5,Arkansas,3011,1,1996,310,113460
5,Arkansas,3011,1,1997,676,246740
5,Arkansas,3011,1,1998,795,290175
5,Arkansas,3011,1,1999,883,322295
5,Arkansas,3011,1,2000,874,319884
5,Arkansas,3011,1,2001,653,238345
5,Arkansas,3011,1,2002,959,350035
5,Arkansas,3011,1,2003,924,337260
5,Arkansas,3011,1,2004,973,356118
5,Arkansas,3011,1,2005,964,351860
5,Arkansas,3011,1,2006,993,362445
5,Arkansas,3011,1,2007,884,322660
5,Arkansas,3011,1,2008,866,316956
5,Arkansas,3011,1,2009,810,295650
5,Arkansas,3011,1,2010,875,319375
5,Arkansas,3011,1,2011,222,81030
5,Arkansas,3011,1,2012,902,330132
5,Arkansas,3011,1,2013,590,215350
5,Arkansas,3011,1,2014,510,186150
5,Arkansas,3011,1,2015,602,219730
5,Arkansas,3011,1,2016,862,315492
5,Arkansas,3011,1,2017,876,319740
5,Arkansas,3011,2,2003,924,170016
5,Arkansas,3011,2,2004,973,356118
5,Arkansas,3011,2,2005,964,351860
5,Arkansas,3011,2,2006,993,362445
5,Arkansas,3011,2,2007,884,322660
5,Arkansas,3011,2,2008,866,316956
5,Arkansas,3011,2,2009,810,295650
5,Arkansas,3011,2,2010,875,319375
5,Arkansas,3011,2,2011,222,81030
5,Arkansas,3011,2,2012,902,330132
5,Arkansas,3011,2,2013,590,215350
5,Arkansas,3011,2,2014,510,186150
5,Arkansas,3011,2,2015,602,219730
5,Arkansas,3011,2,2016,862,315492
5,Arkansas,3011,2,2017,876,319740
5,Arkansas,3048,1,1981,49,1519
5,Arkansas,3048,1,1982,81,29565
5,Arkansas,3048,1,1983,36,13140
5,Arkansas,3048,1,1984,54,19764
5,Arkansas,3048,1,1985,60,21900
5,Arkansas,3048,1,1986,63,22995
5,Arkansas,3048,1,1987,60,21900
5,Arkansas,3048,1,1988,69,25254
5,Arkansas,3048,1,1989,76,27740
5,Arkansas,A605,1,2000,1169,427854
5,Arkansas,4019,1,2005,677,247105
5,Arkansas,4019,1,2006,990,361350
5,Arkansas,4019,1,2007,718,262070
5,Arkansas,4019,1,2008,1050,384300
5,Arkansas,4019,1,2009,1057,385805
5,Arkansas,4019,1,2010,1109,404785
5,Arkansas,4019,1,2011,1165,425225
5,Arkansas,4019,1,2012,1222,447252
5,Arkansas,4019,1,2013,1113,406245
5,Arkansas,4019,1,2014,1347,491655
5,Arkansas,4019,1,2015,1163,424495
5,Arkansas,4019,1,2016,1484,543144
5,Arkansas,4019,1,2017,1558,568670
5,Arkansas,4019,2,2006,990,302940
5,Arkansas,4019,2,2007,718,262070
5,Arkansas,4019,2,2008,1050,384300
5,Arkansas,4019,2,2009,1057,385805
5,Arkansas,4019,2,2010,1109,404785
5,Arkansas,4019,2,2011,1165,425225
5,Arkansas,4019,2,2012,1222,447252
5,Arkansas,4019,2,2013,1113,406245
5,Arkansas,4019,2,2014,1347,491655
5,Arkansas,4019,2,2015,1163,424495
5,Arkansas,4019,2,2016,1484,543144
5,Arkansas,4019,2,2017,1558,568670
5,Arkansas,4021,1,1970,242,22264
5,Arkansas,4021,1,1971,272,99280
5,Arkansas,4021,1,1972,300,109800
5,Arkansas,4021,1,1973,305,111325
5,Arkansas,4021,1,1974,366,133590
5,Arkansas,4021,1,1975,391,142715
5,Arkansas,4021,1,1976,432,158112
5,Arkansas,4021,1,1977,490,178850
5,Arkansas,4021,1,1978,490,178850
5,Arkansas,4021,1,1979,506,184690
5,Arkansas,4021,1,1980,510,186660
5,Arkansas,4021,1,1981,570,208050
5,Arkansas,4021,1,1982,644,235060
5,Arkansas,4021,1,1983,508,185420
5,Arkansas,4021,1,1984,580,212280
5,Arkansas,4021,1,1985,612,223380
5,Arkansas,4021,1,1986,600,219000
5,Arkansas,4021,1,1987,631,230315
5,Arkansas,4021,1,1988,720,263520
5,Arkansas,4021,1,1989,770,281050
5,Arkansas,4021,1,1990,780,284700
5,Arkansas,4021,1,1991,820,299300
5,Arkansas,4021,1,1992,738,270108
5,Arkansas,4021,1,1993,834,304410
5,Arkansas,4021,1,1994,886,323390
5,Arkansas,4021,1,1995,902,329230
5,Arkansas,4021,1,1996,936,342576
5,Arkansas,4021,1,1997,1223,446395
5,Arkansas,4021,1,1998,1329,485085
5,Arkansas,4021,1,1999,1465,534725
5,Arkansas,4021,1,2000,1747,639402
5,Arkansas,4021,1,2001,1474,538010
5,Arkansas,4021,1,2002,1462,533630
5,Arkansas,4021,1,2003,1575,574875
5,Arkansas,4021,1,2004,1676,613416
5,Arkansas,4021,1,2005,1640,598600
5,Arkansas,4021,1,2006,1675,611375
5,Arkansas,4021,1,2007,1624,592760
5,Arkansas,4021,1,2008,1574,576084
5,Arkansas,4021,1,2009,1522,555530
5,Arkansas,4021,1,2010,1545,563925
5,Arkansas,4021,1,2011,376,137240
5,Arkansas,4021,1,2012,1463,535458
5,Arkansas,4021,1,2013,1851,675615
5,Arkansas,4021,1,2014,1927,703355
5,Arkansas,B430,1,1979,261,95265
5,Arkansas,B430,1,1980,258,94428
5,Arkansas,A320,1,1990,960,350400
5,Arkansas,A320,1,1991,1012,369380
5,Arkansas,A320,1,1992,996,364536
5,Arkansas,A320,1,1993,1088,397120
5,Arkansas,A320,1,1994,1172,427780
5,Arkansas,A320,1,1995,1390,507350
5,Arkansas,A320,1,1996,1366,499956
5,Arkansas,A320,1,1997,1249,455885
5,Arkansas,A320,1,1998,1559,569035
5,Arkansas,A320,1,1999,1325,483625
5,Arkansas,A320,1,2000,1365,499590
5,Arkansas,A320,1,2001,1406,513190
5,Arkansas,A320,1,2002,1448,528520
5,Arkansas,A320,1,2003,1492,544580
5,Arkansas,A320,1,2004,1537,141404
5,Arkansas,A320,2,1990,960,114240
5,Arkansas,A320,2,1991,1012,369380
5,Arkansas,A320,2,1992,996,364536
5,Arkansas,A320,2,1993,1088,397120
5,Arkansas,A320,2,1994,1172,427780
5,Arkansas,A320,2,1995,1390,507350
5,Arkansas,A320,2,1996,1366,499956
5,Arkansas,A320,2,1997,1249,455885
5,Arkansas,A320,2,1998,1559,569035
5,Arkansas,A320,2,1999,1325,483625
5,Arkansas,A320,2,2000,1365,499590
5,Arkansas,A320,2,2001,1406,513190
5,Arkansas,A320,2,2002,1448,528520
5,Arkansas,A320,2,2003,1492,544580
5,Arkansas,A320,2,2004,1537,141404
5,Arkansas,A350,1,1987,759,139656
5,Arkansas,A350,1,1988,843,308538
5,Arkansas,A350,1,1989,727,265355
5,Arkansas,A350,1,1990,960,350400
5,Arkansas,A350,1,1991,1012,369380
5,Arkansas,A350,1,1992,996,364536
5,Arkansas,A350,1,1993,1088,397120
5,Arkansas,A350,1,1994,1172,427780
5,Arkansas,A350,1,1995,1390,507350
5,Arkansas,A350,1,1996,1366,499956
5,Arkansas,A350,1,1997,1249,455885
5,Arkansas,A350,1,1998,1559,569035
5,Arkansas,A350,1,1999,1325,483625
5,Arkansas,A350,1,2000,1365,499590
5,Arkansas,A350,1,2001,1406,513190
5,Arkansas,A350,1,2002,1448,528520
5,Arkansas,A350,1,2003,1492,544580
5,Arkansas,A350,1,2004,1537,141404
5,Arkansas,A350,2,1990,960,114240
5,Arkansas,A350,2,1991,1012,369380
5,Arkansas,A350,2,1992,996,364536
5,Arkansas,A350,2,1993,1088,397120
5,Arkansas,A350,2,1994,1172,427780
